"subjno"	"study"	"status"	"beep"	"pa"	"na"
389	6	2	23	4.333	1.667
389	6	2	24	4.333	1.333
389	6	2	25	NA	NA
389	6	2	26	4.667	1.333
389	6	2	27	NA	NA
389	6	2	28	4.333	1.667
389	6	2	29	4	2.5
389	6	2	30	5	2.5
390	6	2	31	NA	NA
390	6	2	32	NA	NA
390	6	2	33	NA	NA
390	6	2	34	5	1.333
390	6	2	35	5.333	1.667
390	6	2	36	5	1.5
390	6	2	37	4.333	1.667
390	6	2	38	5	1.833
390	6	2	39	2.667	4.333
390	6	2	40	5	2.833
390	6	2	41	3.667	1.5
390	6	2	42	NA	NA
390	6	2	43	5.333	1.5
390	6	2	44	6	1.5
390	6	2	45	3	2.833
390	6	2	46	4.333	2.833
390	6	2	47	3.667	1.667
390	6	2	48	5.333	2.167
390	6	2	49	2.667	2.5
390	6	2	50	NA	NA
390	6	2	51	NA	NA
390	6	2	52	NA	NA
390	6	2	53	NA	NA
390	6	2	54	NA	NA
390	6	2	55	5	2
390	6	2	56	5.667	2
390	6	2	57	5.333	2
390	6	2	58	5.667	1.667
390	6	2	59	4.667	2
390	6	2	60	5.667	1.667
390	6	2	1	1	3
390	6	2	2	1	4
390	6	2	3	1	2
390	6	2	4	2	2.5
390	6	2	5	2	1.5
390	6	2	6	4	2
390	6	2	7	4	1.333
390	6	2	8	3	1.5
390	6	2	9	NA	NA
390	6	2	10	4	3
390	6	2	11	NA	NA
390	6	2	12	NA	NA
390	6	2	13	NA	NA
390	6	2	14	NA	NA
390	6	2	15	NA	NA
390	6	2	16	4	4
390	6	2	17	3	3
390	6	2	18	4.667	3
390	6	2	19	NA	NA
390	6	2	20	4	2
391	6	2	21	NA	NA
391	6	2	22	NA	NA
391	6	2	23	NA	NA
391	6	2	24	NA	NA
391	6	2	25	NA	NA
391	6	2	26	NA	NA
391	6	2	27	NA	NA
391	6	2	28	3	3
391	6	2	29	1	3.5
391	6	2	30	2	5
391	6	2	31	NA	NA
391	6	2	32	3	3.5
391	6	2	33	3	3
391	6	2	34	2	3.5
391	6	2	35	3	2.5
391	6	2	36	3	3.5
391	6	2	37	4	3
391	6	2	38	4	3.5
391	6	2	39	NA	NA
391	6	2	40	3	2
391	6	2	41	NA	NA
391	6	2	42	NA	NA
391	6	2	43	3	2
391	6	2	44	NA	NA
391	6	2	45	3	2
391	6	2	46	3	2.5
391	6	2	47	3	2
391	6	2	48	2	3
391	6	2	49	NA	NA
391	6	2	50	3	2
391	6	2	51	NA	NA
391	6	2	52	3	2
391	6	2	53	4	1.5
391	6	2	54	1	3
391	6	2	55	3	2
391	6	2	56	1	3
391	6	2	57	NA	NA
391	6	2	58	NA	NA
391	6	2	59	NA	NA
391	6	2	60	NA	NA
391	6	2	1	NA	NA
391	6	2	2	6.333	2
391	6	2	3	5	2
391	6	2	4	5.667	1.667
391	6	2	5	5.667	1
391	6	2	6	6	1.833
391	6	2	7	5.333	1.667
391	6	2	8	5.333	1
391	6	2	9	6	1.167
391	6	2	10	5.667	NA
392	6	2	11	NA	NA
392	6	2	12	5.333	2.167
392	6	2	13	NA	NA
392	6	2	14	NA	NA
392	6	2	15	NA	NA
392	6	2	16	5.333	1
392	6	2	17	3	1.833
392	6	2	18	6	1
392	6	2	19	NA	NA
392	6	2	20	5.667	1
392	6	2	21	NA	NA
392	6	2	22	NA	NA
392	6	2	23	NA	NA
392	6	2	24	NA	NA
392	6	2	25	NA	NA
392	6	2	26	5.667	1
392	6	2	27	NA	NA
392	6	2	28	NA	NA
392	6	2	29	5.667	1
392	6	2	30	NA	NA
392	6	2	31	NA	NA
392	6	2	32	NA	NA
392	6	2	33	NA	NA
392	6	2	34	5	1.167
392	6	2	35	4.667	1.333
392	6	2	36	NA	NA
392	6	2	37	NA	NA
392	6	2	38	4.667	3.167
392	6	2	39	NA	NA
392	6	2	40	NA	NA
392	6	2	41	NA	NA
392	6	2	42	NA	NA
392	6	2	43	NA	NA
392	6	2	44	NA	NA
392	6	2	45	NA	NA
392	6	2	46	NA	NA
392	6	2	47	5.333	1
392	6	2	48	3	2.833
392	6	2	49	NA	NA
392	6	2	50	NA	NA
392	6	2	51	NA	NA
392	6	2	52	NA	NA
392	6	2	53	NA	NA
392	6	2	54	NA	NA
392	6	2	55	5.333	2
392	6	2	56	5.333	1.667
392	6	2	57	NA	NA
392	6	2	58	NA	NA
392	6	2	59	NA	NA
392	6	2	60	NA	NA
393	6	2	1	3	4.167
393	6	2	2	4.333	2
393	6	2	3	3	NA
393	6	2	4	3	2.5
393	6	2	5	NA	NA
393	6	2	6	3.333	4.333
393	6	2	7	2.333	4.167
393	6	2	8	4.667	2.167
393	6	2	9	5.333	2
393	6	2	10	NA	NA
393	6	2	11	NA	NA
393	6	2	12	NA	NA
393	6	2	13	4.667	1.5
393	6	2	14	3	2
393	6	2	15	4.667	1.333
393	6	2	16	5.667	1.833
393	6	2	17	3.333	1.5
393	6	2	18	4.667	1.5
393	6	2	19	6	1.333
393	6	2	20	3.667	2.333
393	6	2	21	NA	NA
393	6	2	22	5	1
393	6	2	23	4.333	1.167
393	6	2	24	6	1.667
393	6	2	25	4.667	1
393	6	2	26	5	1.5
393	6	2	27	2.333	2
393	6	2	28	3	2.667
393	6	2	29	2.333	3.5
393	6	2	30	6	1.333
393	6	2	31	NA	NA
393	6	2	32	NA	NA
393	6	2	33	4.333	1.667
393	6	2	34	3.667	1.667
393	6	2	35	4	2.167
393	6	2	36	NA	NA
393	6	2	37	NA	NA
393	6	2	38	NA	NA
393	6	2	39	NA	NA
393	6	2	40	2.667	2.667
393	6	2	41	NA	NA
393	6	2	42	NA	NA
393	6	2	43	NA	NA
393	6	2	44	NA	NA
393	6	2	45	NA	NA
393	6	2	46	5	1.167
393	6	2	47	NA	NA
393	6	2	48	5.333	1
393	6	2	49	2.333	3.167
393	6	2	50	1.333	2.5
394	6	2	51	NA	NA
394	6	2	52	NA	NA
394	6	2	53	NA	NA
394	6	2	54	NA	NA
394	6	2	55	4	1
394	6	2	56	3.667	1.333
394	6	2	57	4	1.5
394	6	2	58	5	1
394	6	2	59	3.667	1.667
394	6	2	60	3.333	1.5
394	6	2	1	4	2
394	6	2	2	4.333	2.667
394	6	2	3	4.333	2.333
394	6	2	4	4	2
394	6	2	5	NA	NA
394	6	2	6	NA	NA
394	6	2	7	4	1.667
394	6	2	8	NA	NA
394	6	2	9	3.667	2.167
394	6	2	10	3.667	1.667
394	6	2	11	NA	NA
394	6	2	12	4.333	1.667
394	6	2	13	4.667	1.333
394	6	2	14	4	1.833
394	6	2	15	3.333	1.333
394	6	2	16	4.667	1.667
394	6	2	17	NA	NA
394	6	2	18	4.667	1.167
394	6	2	19	NA	NA
394	6	2	20	4	1.5
394	6	2	21	NA	NA
394	6	2	22	3.667	2
394	6	2	23	NA	NA
394	6	2	24	4.667	1.667
394	6	2	25	4.667	1.833
394	6	2	26	3.667	1.167
394	6	2	27	4.333	1.833
394	6	2	28	NA	NA
394	6	2	29	4.333	1
394	6	2	30	4.667	1
394	6	2	31	NA	NA
394	6	2	32	NA	NA
394	6	2	33	4	1.333
394	6	2	34	5	1.167
394	6	2	35	NA	NA
394	6	2	36	NA	NA
394	6	2	37	3	2.333
394	6	2	38	4.333	1.5
394	6	2	39	3.667	1.333
394	6	2	40	4	1.333
395	6	2	41	4.333	1.333
395	6	2	42	3.333	2.167
395	6	2	43	4.333	1
395	6	2	44	4.333	1
395	6	2	45	NA	NA
395	6	2	46	4.667	1.167
395	6	2	47	NA	NA
395	6	2	48	NA	NA
395	6	2	49	4.333	1.5
395	6	2	50	4.667	1.5
395	6	2	51	NA	NA
395	6	2	52	3.667	1.167
395	6	2	53	4.333	1.667
395	6	2	54	4.667	1.5
395	6	2	55	NA	NA
395	6	2	56	NA	NA
395	6	2	57	4.667	1.5
395	6	2	58	4	1.667
395	6	2	59	4.667	1
395	6	2	60	4	1.333
395	6	2	1	5	1.833
395	6	2	2	5	1.667
395	6	2	3	NA	NA
395	6	2	4	4	2.167
395	6	2	5	3.333	2
395	6	2	6	4.333	2.167
395	6	2	7	1	1
395	6	2	8	1	1.833
395	6	2	9	1	4.5
395	6	2	10	3	1.333
395	6	2	11	3	NA
395	6	2	12	3.333	1
395	6	2	13	4	1
395	6	2	14	NA	NA
395	6	2	15	NA	NA
395	6	2	16	4.333	1.333
395	6	2	17	3.333	4
395	6	2	18	NA	NA
395	6	2	19	NA	NA
395	6	2	20	NA	NA
395	6	2	21	NA	NA
395	6	2	22	NA	NA
395	6	2	23	NA	NA
395	6	2	24	NA	NA
395	6	2	25	7	1.667
395	6	2	26	NA	NA
395	6	2	27	NA	NA
395	6	2	28	4	1.333
395	6	2	29	3	2
395	6	2	30	4.667	1
396	6	2	31	4.667	1
396	6	2	32	4.667	1
396	6	2	33	4.667	1
396	6	2	34	NA	NA
396	6	2	35	4	3
396	6	2	36	1.667	3.833
396	6	2	37	3.667	3
396	6	2	38	7	1
396	6	2	39	4.333	1
396	6	2	40	NA	NA
396	6	2	41	NA	NA
396	6	2	42	5	1
396	6	2	43	3	1.5
396	6	2	44	3	1.5
396	6	2	45	4.333	1.167
396	6	2	46	4.667	1.167
396	6	2	47	4	1.5
396	6	2	48	7	1
396	6	2	49	2.333	3
396	6	2	50	6.667	1.5
396	6	2	51	5.667	1
396	6	2	52	6	1
396	6	2	53	4.333	1.667
396	6	2	54	4	1.5
396	6	2	55	4.667	1.833
396	6	2	56	NA	NA
396	6	2	57	6.333	1.5
396	6	2	58	6.667	1
396	6	2	59	6.667	1.667
396	6	2	60	NA	NA
396	6	2	1	4	1
396	6	2	2	5.333	1
396	6	2	3	4	1
396	6	2	4	5.333	1.167
396	6	2	5	5.333	1
396	6	2	6	4.667	1
396	6	2	7	5.333	1
396	6	2	8	3.667	1
396	6	2	9	6.667	1
396	6	2	10	4.667	1
396	6	2	11	6.667	1
396	6	2	12	NA	NA
396	6	2	13	4	1
396	6	2	14	4	1
396	6	2	15	4	2
396	6	2	16	4	1.167
396	6	2	17	4	1
396	6	2	18	5.333	1
396	6	2	19	5	1
396	6	2	20	4	1
397	6	2	21	3	1
397	6	2	22	6	1
397	6	2	23	5.333	1
397	6	2	24	4.667	1
397	6	2	25	5	1
397	6	2	26	4	1
397	6	2	27	4.667	1
397	6	2	28	4.333	1
397	6	2	29	5.333	1.167
397	6	2	30	5	1
397	6	2	31	2.667	1
397	6	2	32	5.667	1
397	6	2	33	4	1
397	6	2	34	6.667	1
397	6	2	35	3	1.667
397	6	2	36	5.667	1
397	6	2	37	4.667	1
397	6	2	38	5.333	1
397	6	2	39	5.667	1.5
397	6	2	40	6	1
397	6	2	41	3	1
397	6	2	42	4	1
397	6	2	43	6	1
397	6	2	44	4	1
397	6	2	45	5	1
397	6	2	46	4	1
397	6	2	47	6	1
397	6	2	48	5	1
397	6	2	49	6.667	1
397	6	2	50	7	1
397	6	2	51	4	1
397	6	2	52	4	1
397	6	2	53	4	1
397	6	2	54	4	1
397	6	2	55	4	1
397	6	2	56	3	1.167
397	6	2	57	4.667	1
397	6	2	58	5.333	1
397	6	2	59	5.333	1
397	6	2	60	4.667	1
397	6	2	1	NA	NA
397	6	2	2	NA	NA
397	6	2	3	4.667	2
397	6	2	4	6	1.333
397	6	2	5	3.667	2.333
397	6	2	6	3	1.5
397	6	2	7	4.333	4
397	6	2	8	4.667	1.667
397	6	2	9	1.667	4.333
397	6	2	10	2.333	2.167
398	6	2	11	NA	NA
398	6	2	12	2.333	1.667
398	6	2	13	4	1.667
398	6	2	14	6.333	2.833
398	6	2	15	2.333	2.667
398	6	2	16	NA	NA
398	6	2	17	4	3
398	6	2	18	5	1.667
398	6	2	19	5.333	1.333
398	6	2	20	5.667	1.833
398	6	2	21	3	1.5
398	6	2	22	3.667	1.333
398	6	2	23	NA	NA
398	6	2	24	5	1.833
398	6	2	25	4	2.333
398	6	2	26	4.667	1.333
398	6	2	27	5	1.167
398	6	2	28	4	1.333
398	6	2	29	3.667	2
398	6	2	30	5	2.833
398	6	2	31	4.333	1.833
398	6	2	32	4	1.833
398	6	2	33	4.667	1
398	6	2	34	3.667	3.167
398	6	2	35	3	3.333
398	6	2	36	5	2
398	6	2	37	4	2.5
398	6	2	38	3.667	2.167
398	6	2	39	4.667	2
398	6	2	40	5	2
398	6	2	41	NA	NA
398	6	2	42	NA	NA
398	6	2	43	NA	NA
398	6	2	44	4	2.5
398	6	2	45	4.333	1.667
398	6	2	46	4.667	1.667
398	6	2	47	NA	NA
398	6	2	48	4	2.167
398	6	2	49	4	1.667
398	6	2	50	4.667	1.333
398	6	2	51	NA	NA
398	6	2	52	3.667	1.833
398	6	2	53	4	1.5
398	6	2	54	3.667	1.667
398	6	2	55	4	1.5
398	6	2	56	4.333	1.5
398	6	2	57	4	1.333
398	6	2	58	3.667	1.5
398	6	2	59	4.333	1.5
398	6	2	60	4.333	1.5
399	6	2	1	NA	NA
399	6	2	2	NA	NA
399	6	2	3	6	1
399	6	2	4	6	1
399	6	2	5	NA	NA
399	6	2	6	4.667	2.167
399	6	2	7	5.333	1
399	6	2	8	2	2.667
399	6	2	9	4	1.333
399	6	2	10	4.333	1.167
399	6	2	11	NA	NA
399	6	2	12	4.333	1.667
399	6	2	13	2	4.333
399	6	2	14	1.667	4.333
399	6	2	15	5.667	1.167
399	6	2	16	5.333	1.167
399	6	2	17	4	3
399	6	2	18	4	1.167
399	6	2	19	4	1.667
399	6	2	20	4	1.333
399	6	2	21	NA	NA
399	6	2	22	4.667	2.167
399	6	2	23	4.333	1.167
399	6	2	24	3.667	1.667
399	6	2	25	NA	NA
399	6	2	26	4	1
399	6	2	27	2.333	1.167
399	6	2	28	3.667	1.667
399	6	2	29	3.333	2.167
399	6	2	30	5.333	1.167
399	6	2	31	NA	NA
399	6	2	32	4.667	1
399	6	2	33	5	1.167
399	6	2	34	4.667	1.167
399	6	2	35	2.667	1.667
399	6	2	36	4.667	1.167
399	6	2	37	4.667	1
399	6	2	38	4.667	1.167
399	6	2	39	5	1.5
399	6	2	40	4	1.333
399	6	2	41	NA	NA
399	6	2	42	5.333	1.167
399	6	2	43	5	1.167
399	6	2	44	3.667	2.167
399	6	2	45	4.333	1.167
399	6	2	46	4.667	1.167
399	6	2	47	5.333	1.167
399	6	2	48	5.667	1
399	6	2	49	1.667	2.667
399	6	2	50	4.333	1
400	6	2	51	4.667	1.333
400	6	2	52	NA	NA
400	6	2	53	5	1
400	6	2	54	4	1.167
400	6	2	55	5.667	1.167
400	6	2	56	5	1.333
400	6	2	57	5	1
400	6	2	58	5	1
400	6	2	59	4.333	1.167
400	6	2	60	4.667	1.167
400	6	2	1	7	1.5
400	6	2	2	NA	NA
400	6	2	3	7	1.5
400	6	2	4	NA	NA
400	6	2	5	7	1.5
400	6	2	6	7	2
400	6	2	7	7	1.5
400	6	2	8	5	1.5
400	6	2	9	4	2.833
400	6	2	10	NA	NA
400	6	2	11	NA	NA
400	6	2	12	7	1.5
400	6	2	13	7	1.833
400	6	2	14	7	1.5
400	6	2	15	7	1.5
400	6	2	16	5	3
400	6	2	17	7	1.833
400	6	2	18	7	1.5
400	6	2	19	7	1.5
400	6	2	20	6	2.5
400	6	2	21	7	1.5
400	6	2	22	7	1.5
400	6	2	23	7	1.5
400	6	2	24	7	1.5
400	6	2	25	7	1.5
400	6	2	26	7	1.5
400	6	2	27	7	1.5
400	6	2	28	4.333	2.833
400	6	2	29	6.667	2.333
400	6	2	30	7	2
400	6	2	31	NA	NA
400	6	2	32	NA	NA
400	6	2	33	7	1.5
400	6	2	34	7	1.5
400	6	2	35	7	1.5
400	6	2	36	7	1.5
400	6	2	37	5.667	1.833
400	6	2	38	7	1.5
400	6	2	39	7	1.5
400	6	2	40	7	1.5
401	6	2	41	NA	NA
401	6	2	42	NA	NA
401	6	2	43	7	1.5
401	6	2	44	7	1.5
401	6	2	45	7	1.5
401	6	2	46	7	1.5
401	6	2	47	6.333	1.833
401	6	2	48	7	1.833
401	6	2	49	7	2.5
401	6	2	50	NA	NA
401	6	2	51	NA	NA
401	6	2	52	NA	NA
401	6	2	53	7	1.5
401	6	2	54	7	1.5
401	6	2	55	6.333	1.5
401	6	2	56	6	1.667
401	6	2	57	6	2.333
401	6	2	58	6	2.167
401	6	2	59	6	2
401	6	2	60	6	1.833
401	6	2	1	4.333	2.167
401	6	2	2	NA	NA
401	6	2	3	4	2
401	6	2	4	4.667	2.5
401	6	2	5	4.667	2.167
401	6	2	6	5.333	2
401	6	2	7	4	2
401	6	2	8	NA	NA
401	6	2	9	4.667	2
401	6	2	10	4.667	2
401	6	2	11	NA	NA
401	6	2	12	3.667	2.167
401	6	2	13	4	1.833
401	6	2	14	4.333	1.333
401	6	2	15	4.333	1.333
401	6	2	16	4.333	1.333
401	6	2	17	3.333	1.167
401	6	2	18	NA	NA
401	6	2	19	4.667	1.833
401	6	2	20	4.667	1.667
401	6	2	21	NA	NA
401	6	2	22	NA	NA
401	6	2	23	4	1.167
401	6	2	24	4	1.333
401	6	2	25	4	1
401	6	2	26	4	1.333
401	6	2	27	2.667	2.167
401	6	2	28	NA	NA
401	6	2	29	NA	NA
401	6	2	30	4.333	1
402	6	2	31	3	2.333
402	6	2	32	4	2.167
402	6	2	33	4	1.5
402	6	2	34	NA	NA
402	6	2	35	NA	NA
402	6	2	36	NA	NA
402	6	2	37	NA	NA
402	6	2	38	NA	NA
402	6	2	39	NA	NA
402	6	2	40	NA	NA
402	6	2	41	NA	NA
402	6	2	42	NA	NA
402	6	2	43	NA	NA
402	6	2	44	NA	NA
402	6	2	45	NA	NA
402	6	2	46	NA	NA
402	6	2	47	NA	NA
402	6	2	48	NA	NA
402	6	2	49	NA	NA
402	6	2	50	NA	NA
402	6	2	51	3	1.167
402	6	2	52	4.333	1.333
402	6	2	53	4	2.5
402	6	2	54	NA	NA
402	6	2	55	4	2
402	6	2	56	4.333	1.167
402	6	2	57	4.333	1.833
402	6	2	58	3.333	2.167
402	6	2	59	3	2.167
402	6	2	60	3.333	2
402	6	2	1	NA	NA
402	6	2	2	NA	NA
402	6	2	3	NA	NA
402	6	2	4	1.333	4.667
402	6	2	5	NA	NA
402	6	2	6	4.667	2
402	6	2	7	2.667	2.833
402	6	2	8	2.333	1.833
402	6	2	9	1.667	1.5
402	6	2	10	3.333	1.667
402	6	2	11	NA	NA
402	6	2	12	NA	NA
402	6	2	13	3.333	1.833
402	6	2	14	4	2
402	6	2	15	1	1.833
402	6	2	16	1.333	2.5
402	6	2	17	3	1.833
402	6	2	18	NA	NA
402	6	2	19	5.333	1
402	6	2	20	2.333	3.667
403	6	2	21	NA	NA
403	6	2	22	NA	NA
403	6	2	23	NA	NA
403	6	2	24	NA	NA
403	6	2	25	1	3.333
403	6	2	26	4	1.667
403	6	2	27	NA	NA
403	6	2	28	NA	NA
403	6	2	29	4.333	2.167
403	6	2	30	1	4.167
403	6	2	31	3	3.667
403	6	2	32	NA	NA
403	6	2	33	NA	NA
403	6	2	34	NA	NA
403	6	2	35	NA	NA
403	6	2	36	NA	NA
403	6	2	37	NA	NA
403	6	2	38	4	2.333
403	6	2	39	4	1.667
403	6	2	40	5.667	1.167
403	6	2	41	NA	NA
403	6	2	42	2.333	3.333
403	6	2	43	3	3.333
403	6	2	44	3.667	2.5
403	6	2	45	NA	NA
403	6	2	46	NA	NA
403	6	2	47	6.333	1
403	6	2	48	NA	NA
403	6	2	49	NA	NA
403	6	2	50	3.333	2.667
403	6	2	51	NA	NA
403	6	2	52	NA	NA
403	6	2	53	NA	NA
403	6	2	54	5	2.167
403	6	2	55	6	1
403	6	2	56	NA	NA
403	6	2	57	NA	NA
403	6	2	58	NA	NA
403	6	2	59	2.333	3.167
403	6	2	60	NA	NA
403	6	2	1	5	1.167
403	6	2	2	6	1
403	6	2	3	6	1
403	6	2	4	6	1
403	6	2	5	6	1
403	6	2	6	6	1.167
403	6	2	7	NA	NA
403	6	2	8	NA	NA
403	6	2	9	NA	NA
403	6	2	10	NA	NA
404	6	2	11	5.333	1.167
404	6	2	12	5.333	1
404	6	2	13	6.333	1
404	6	2	14	6	1.167
404	6	2	15	NA	NA
404	6	2	16	6.333	1
404	6	2	17	NA	NA
404	6	2	18	6.667	1
404	6	2	19	NA	NA
404	6	2	20	6	1
404	6	2	21	6.667	1
404	6	2	22	NA	NA
404	6	2	23	NA	NA
404	6	2	24	6.667	1
404	6	2	25	4.667	1.167
404	6	2	26	6.333	1
404	6	2	27	6.333	1
404	6	2	28	6.667	1
404	6	2	29	NA	NA
404	6	2	30	6.333	1
404	6	2	31	NA	NA
404	6	2	32	5.667	1
404	6	2	33	5.333	1
404	6	2	34	4.667	1
404	6	2	35	5	1.167
404	6	2	36	5.333	1.333
404	6	2	37	4.333	1.833
404	6	2	38	5.667	1
404	6	2	39	5.667	1.333
404	6	2	40	NA	NA
404	6	2	41	NA	NA
404	6	2	42	NA	NA
404	6	2	43	6	1.167
404	6	2	44	5.333	2.333
404	6	2	45	6.667	1
404	6	2	46	5.333	1.167
404	6	2	47	NA	NA
404	6	2	48	NA	NA
404	6	2	49	4.667	1.5
404	6	2	50	4	2.333
404	6	2	51	4	2.167
404	6	2	52	NA	NA
404	6	2	53	5	1.167
404	6	2	54	4.333	1.667
404	6	2	55	5.667	1.5
404	6	2	56	4	1.333
404	6	2	57	6	1
404	6	2	58	4.667	1.167
404	6	2	59	NA	NA
404	6	2	60	6	1
405	6	2	1	NA	NA
405	6	2	2	NA	NA
405	6	2	3	NA	NA
405	6	2	4	4	3.833
405	6	2	5	4	2.167
405	6	2	6	4.333	2
405	6	2	7	4.667	1.667
405	6	2	8	5	1.333
405	6	2	9	5.333	1.167
405	6	2	10	NA	NA
405	6	2	11	NA	NA
405	6	2	12	NA	NA
405	6	2	13	NA	NA
405	6	2	14	NA	NA
405	6	2	15	4.333	1.167
405	6	2	16	2.333	2.167
405	6	2	17	3	2.5
405	6	2	18	4.333	1.333
405	6	2	19	4	1.167
405	6	2	20	5.333	1.333
405	6	2	21	NA	NA
405	6	2	22	NA	NA
405	6	2	23	NA	NA
405	6	2	24	NA	NA
405	6	2	25	5	1.167
405	6	2	26	4.667	1.167
405	6	2	27	5.333	1
405	6	2	28	5	1
405	6	2	29	5.333	1
405	6	2	30	5	1
405	6	2	31	NA	NA
405	6	2	32	NA	NA
405	6	2	33	NA	NA
405	6	2	34	NA	NA
405	6	2	35	NA	NA
405	6	2	36	5.333	1
405	6	2	37	5	1
405	6	2	38	5.333	1
405	6	2	39	5	1
405	6	2	40	5	1.167
405	6	2	41	NA	NA
405	6	2	42	NA	NA
405	6	2	43	NA	NA
405	6	2	44	NA	NA
405	6	2	45	5	1
405	6	2	46	5.667	1
405	6	2	47	5.333	1
405	6	2	48	5.667	1
405	6	2	49	6	1
405	6	2	50	5.333	1
406	6	2	51	NA	NA
406	6	2	52	NA	NA
406	6	2	53	NA	NA
406	6	2	54	NA	NA
406	6	2	55	NA	NA
406	6	2	56	4.667	1.333
406	6	2	57	5.333	1
406	6	2	58	5	1
406	6	2	59	4.667	1
406	6	2	60	5	1.167
406	6	2	1	NA	NA
406	6	2	2	NA	NA
406	6	2	3	NA	NA
406	6	2	4	NA	NA
406	6	2	5	NA	NA
406	6	2	6	4	3.167
406	6	2	7	4.333	NA
406	6	2	8	4.667	2.667
406	6	2	9	3.667	4.5
406	6	2	10	2.667	4.833
406	6	2	11	NA	NA
406	6	2	12	NA	NA
406	6	2	13	NA	NA
406	6	2	14	NA	NA
406	6	2	15	4	4.167
406	6	2	16	4.333	2.667
406	6	2	17	1.667	3.833
406	6	2	18	5	3.833
406	6	2	19	3	4.5
406	6	2	20	2	4.5
406	6	2	21	NA	NA
406	6	2	22	NA	NA
406	6	2	23	NA	NA
406	6	2	24	4	4.333
406	6	2	25	NA	NA
406	6	2	26	4	4
406	6	2	27	NA	NA
406	6	2	28	4.667	3
406	6	2	29	4.667	2.167
406	6	2	30	4.667	2.5
406	6	2	31	NA	NA
406	6	2	32	NA	NA
406	6	2	33	NA	NA
406	6	2	34	NA	NA
406	6	2	35	4.667	2
406	6	2	36	NA	NA
406	6	2	37	3.333	2.833
406	6	2	38	4.667	2.833
406	6	2	39	NA	NA
406	6	2	40	NA	NA
407	6	2	41	NA	NA
407	6	2	42	NA	NA
407	6	2	43	NA	NA
407	6	2	44	NA	NA
407	6	2	45	4	3.5
407	6	2	46	4	3.167
407	6	2	47	4	3.667
407	6	2	48	NA	NA
407	6	2	49	4.667	2.5
407	6	2	50	4.333	2.833
407	6	2	51	NA	NA
407	6	2	52	NA	NA
407	6	2	53	NA	NA
407	6	2	54	3.667	4.667
407	6	2	55	NA	NA
407	6	2	56	4	3.5
407	6	2	57	4	3.833
407	6	2	58	4.667	2.667
407	6	2	59	5	3
407	6	2	60	5	2.833
407	6	2	1	4.333	2
407	6	2	2	5.333	1.833
407	6	2	3	5.333	1.167
407	6	2	4	NA	NA
407	6	2	5	NA	NA
407	6	2	6	5.333	3.167
407	6	2	7	5.667	1.5
407	6	2	8	4.333	2
407	6	2	9	5.333	2.167
407	6	2	10	NA	NA
407	6	2	11	5.333	1
407	6	2	12	6	1
407	6	2	13	5.667	1
407	6	2	14	5.667	1
407	6	2	15	4.667	2
407	6	2	16	5	1
407	6	2	17	NA	NA
407	6	2	18	6.333	1
407	6	2	19	6.333	1
407	6	2	20	6	1.167
407	6	2	21	4.667	1
407	6	2	22	5	1.167
407	6	2	23	5.333	1.333
407	6	2	24	5.667	1.167
407	6	2	25	5.667	1.167
407	6	2	26	NA	NA
407	6	2	27	6	1.167
407	6	2	28	5.667	1.167
407	6	2	29	5.667	2.167
407	6	2	30	6	1.833
408	6	2	31	4.667	1.167
408	6	2	32	5.667	1
408	6	2	33	5.667	1.333
408	6	2	34	5.667	1.5
408	6	2	35	6	1.667
408	6	2	36	6	1.167
408	6	2	37	6	1.667
408	6	2	38	6	1.667
408	6	2	39	6	1.333
408	6	2	40	6	1
408	6	2	41	5.667	1
408	6	2	42	5.667	1.167
408	6	2	43	6	1
408	6	2	44	6	1
408	6	2	45	NA	NA
408	6	2	46	5.667	1.333
408	6	2	47	6	1.167
408	6	2	48	6	1.167
408	6	2	49	6	1
408	6	2	50	6	1
408	6	2	51	NA	1
408	6	2	52	5.667	1
408	6	2	53	NA	NA
408	6	2	54	5.667	2.167
408	6	2	55	6	1
408	6	2	56	6	1
408	6	2	57	5.667	1.833
408	6	2	58	6	1
408	6	2	59	6	1.333
408	6	2	60	NA	NA
408	6	2	1	4.333	1
408	6	2	2	4.667	1
408	6	2	3	6	1
408	6	2	4	5.667	2
408	6	2	5	6	1
408	6	2	6	6.667	1
408	6	2	7	6.333	1.167
408	6	2	8	5	1
408	6	2	9	4.333	1
408	6	2	10	6	1.167
408	6	2	11	4.333	1
408	6	2	12	4.667	1.167
408	6	2	13	6.333	1
408	6	2	14	6.333	1
408	6	2	15	6.333	1
408	6	2	16	5.667	1
408	6	2	17	6.667	1
408	6	2	18	5.333	1.167
408	6	2	19	3.333	1.167
408	6	2	20	5.667	1
409	6	2	21	NA	NA
409	6	2	22	5	1
409	6	2	23	5	1.333
409	6	2	24	5.333	1
409	6	2	25	5.667	1
409	6	2	26	6	1
409	6	2	27	4.667	1
409	6	2	28	4.333	1
409	6	2	29	NA	NA
409	6	2	30	NA	NA
409	6	2	31	6	1
409	6	2	32	6.667	1
409	6	2	33	4	1
409	6	2	34	5.667	1
409	6	2	35	3.667	1
409	6	2	36	5.333	1
409	6	2	37	NA	NA
409	6	2	38	NA	NA
409	6	2	39	5.333	1
409	6	2	40	5	1
409	6	2	41	NA	NA
409	6	2	42	NA	NA
409	6	2	43	6	1
409	6	2	44	6	1
409	6	2	45	5.667	1
409	6	2	46	NA	NA
409	6	2	47	6.667	1
